identifiant,section,element,selecteur_maquette,correspondant_v2,statut,note
MC.041,SECTION 04 - Onglet Mes commandes,État vide,".dashboard-empty (icône boîte + ""Aucune commande pour le moment."" + lien ""Parcourir le catalogue →"")",.empty-state (AVANT),ECART_CORRIGE,Reconstruit à l'identique (icône SVG boîte de la maquette).
MC.042,SECTION 04 - Onglet Mes commandes,Liste des commandes réelles (état avec données),(absent de la maquette — fonction réelle du site dépassant la démo),Liste détaillée réelle (articles + sous-total + livraison + total selon statut réel),CONFORME_FONCTION_PRESERVEE,"Aucun exemple ""avec commandes"" dans la maquette — chaîne de données réelle (orders/order_items, statut réel, distinction paid/non-paid pour la livraison) intégralement préservée, seuls les styles inline remplacés par des classes."
MC.050,SECTION 05 - Onglet Mon profil,Panneau + titre,".dashboard-panel#dashboard-profile, h2 ""Mon profil""",.dash-section (AVANT),ECART_CORRIGE,Renommé .dashboard-panel.
MC.051,SECTION 05 - Onglet Mon profil,Formulaire (grille 2 colonnes),".profile-form (Prénom/Nom en ligne 1, Email pleine largeur, bouton)",ProfileForm.tsx (Prénom/Email/Mot de passe — AUCUN champ Nom),ECART_CORRIGE / CONTROLE_MANUEL_REQUIS,"DONNÉE RÉELLE DÉJÀ DISPONIBLE, JAMAIS EXPOSÉE : profiles.last_name existe en base (migration 20260824030000_profiles_names_and_self_update.sql) avec le GRANT UPDATE déjà accordé à authenticated — le champ ""Nom"" de la maquette a une source réelle, simplement jamais branchée. Ajouté (lecture ET écriture réelles), aucune migration nécessaire. BLOCAGE RÉEL CONSTATÉ EN TESTANT (compte réel, requête réseau interceptée) : la sauvegarde échoue actuellement avec PGRST204 ""Could not find the 'first_name' column of 'profiles' in the schema cache"" — un cache de schéma PostgREST périmé côté Supabase, PRÉEXISTANT à cette correction (aurait très probablement échoué de la même façon avant, sur le seul champ first_name déjà présent). Ce n'est pas un bug de code : RLS/policy/grant sont corrects (vérifiés dans la migration). Nécessite une action côté infrastructure (redémarrage PostgREST ou NOTIFY pgrst,'reload schema'), hors de portée de ce chantier et de mes accès — CONTRÔLE MANUEL REQUIS, à signaler à Serge/l'administrateur Supabase."
MC.052,SECTION 05 - Onglet Mon profil,Champ mot de passe,(absent de la maquette — fonction réelle du site dépassant la démo),Champ ""Nouveau mot de passe"" (supabase.auth.updateUser),CONFORME_FONCTION_PRESERVEE,Fonction réelle exceédant la maquette — préservée et intégrée à la grille 2 colonnes (pleine largeur comme le champ e-mail).
MC.060,SECTION 06 - Onglet Mon accès,Panneau + titre,".dashboard-panel#dashboard-access, h2 ""Mon accès""",.dash-section (AVANT),ECART_CORRIGE,Renommé .dashboard-panel.
MC.061,SECTION 06 - Onglet Mon accès,Carte statut La Vie Supérieure,(absent de la maquette — fonction réelle du site dépassant la démo ""Aucun accès actif""),.access-card (statut + description réels),CONFORME_FONCTION_PRESERVEE,"La maquette ne montre qu'un état vide générique (aucun accès actif) — la V2 a une fonction réelle (accès gratuit à La Vie Supérieure pour tout compte) que la maquette statique ne pouvait pas montrer. Préservée, adaptée au style .access-card déjà établi."
MC.062,SECTION 06 - Onglet Mon accès,Liste des enseignements (état avec données),(absent de la maquette),.vs-library (liste réelle des articles VS publiés),CONFORME_FONCTION_PRESERVEE,Donnée réelle (getPublishedArticles('vs')) déjà branchée — non modifiée.
MC.063,SECTION 06 - Onglet Mon accès,État vide (aucun enseignement),".dashboard-empty (icône cadenas + ""Aucun accès actif."")",.empty-state (AVANT, texte simple),ECART_CORRIGE,Reconstruit à l'identique (icône SVG cadenas de la maquette) pour le cas où vsArticles est vide.
MC.070,SECTION 07 - Onglet Mes avis,Panneau + titre,".dashboard-panel#dashboard-reviews, h2 ""Mes avis""",.dash-section (AVANT),ECART_CORRIGE,Renommé .dashboard-panel.
MC.071,SECTION 07 - Onglet Mes avis,État vide,".dashboard-empty (icône bulle + ""Aucun avis envoyé."" + lien ""Donner un avis...→"")",.empty-state (AVANT, texte simple sans lien),ECART_CORRIGE,Reconstruit à l'identique (icône SVG bulle de la maquette) ; lien de la maquette pointe vers un livre arbitraire de démonstration — non repris tel quel (voir note globale ci-dessous) : lien générique vers /livres à la place.
MC.072,SECTION 07 - Onglet Mes avis,Liste des avis réels (état avec données),(absent de la maquette),.order-row (produit + note + statut de modération réel),CONFORME_FONCTION_PRESERVEE,Chaîne réelle (reviews avec statut de modération réel pending/approved/rejected) intégralement préservée.
MC.080,SECTION 08 - Composants partagés,Header,.site-header (illustratif dans la maquette statique),Header.tsx (composant réel, via (site)/layout.tsx),HORS_PERIMETRE,Non reconstruit — composant partagé déjà présent et inchangé.
MC.081,SECTION 08 - Composants partagés,Footer,footer.footer-dark (illustratif),Footer.tsx (composant réel, variant sans effet documenté),HORS_PERIMETRE,Non reconstruit.
MC.090,VÉRIFICATION,États vides non vérifiables avec des données réelles,"dashboard-empty (Aperçu/Mes commandes/Mon accès)",Vérifié uniquement par lecture de code (structure identique à l'état vide de Mes avis, réellement vérifié),CONTROLE_MANUEL_REQUIS,"Le compte réel utilisé pour ce contrôle a 3 commandes réelles et des enseignements VS publiés — impossible de vérifier visuellement les états vides d'Aperçu/Mes commandes/Mon accès sans fabriquer de données, ce qui est interdit. L'état vide de Mes avis (ce compte n'a aucun avis) a lui été vérifié réellement et affiche correctement le .dashboard-empty reconstruit — les 3 autres partagent le même balisage/CSS, non observés en conditions réelles."

