identifiant,section,element,selecteur_maquette,correspondant_v2,statut,note
MI.38,MI-06 Et maintenant ?,Eyebrow « Et maintenant ? »,.mission-next-inner .eyebrow.light,.v2-mission-next-inner .v2-eyebrow.light,CONFORME,"corrigé : line-height 1.6 restauré via .v2-mission-page (manquant sur tout le wrapper de page) — hauteur identique à la maquette désormais (21px, était 16px)"
MI.39,MI-06 Et maintenant ?,H2 « Et maintenant ? »,.mission-next h2,.v2-mission-next h2,CONFORME,"re-mesuré directement : identique à la maquette (blanc, Georgia 64px/500)"
MI.40,MI-06 Et maintenant ?,Grille des 2 liens mission-next-links,.mission-next-links,.v2-mission-next-links,CONFORME,"re-mesuré directement : identique à la maquette (2×581px, gap 18px, 1180×220)"
MI.41,MI-06 Et maintenant ?,Lien 1 — texte d'intro « Si tu ne connais pas... »,.mission-next-links a:nth-child(1) span,.v2-mission-next-links a:nth-child(1) span,CONFORME,re-mesuré directement : identique à la maquette
MI.42,MI-06 Et maintenant ?,Lien 1 — « découvre qui Il est → »,.mission-next-links a:nth-child(1) strong,.v2-mission-next-links a:nth-child(1) strong,CONFORME,re-mesuré directement : identique à la maquette (Georgia 33.28px/500)
MI.43,MI-06 Et maintenant ?,Lien 2 — texte d'intro « Si ce que tu viens de lire... »,.mission-next-links a:nth-child(2) span,.v2-mission-next-links a:nth-child(2) span,CONFORME,re-mesuré directement : identique à la maquette
MI.44,MI-06 Et maintenant ?,Lien 2 — « contacte Serge → »,.mission-next-links a:nth-child(2) strong,.v2-mission-next-links a:nth-child(2) strong,CONFORME,re-mesuré directement : identique à la maquette ; survol (background/transform au hover) vérifié identique par lecture directe de la règle CSS (:hover)
MI.45,MI-00 Page entière,"Densité du corps de texte (rendu réel du texte, au-delà des valeurs CSS calculées)","body (auto, comportement natif du navigateur)",.v2-mission-page,CONFORME,"corrigé (retour de validation humaine sur De Serge, appliqué par cohérence, 12/09) : body{-webkit-font-smoothing:antialiased} — règle globale héritée de l'ancienne charte, absente de la maquette — était héritée dans toute la page. -webkit-font-smoothing:auto restauré localement sur .v2-mission-page, jamais sur la règle globale body."
MI.46,Header partagé,Logo (dimensions réelles),.brand img,.v2-brand img,CONFORME,"corrigé (retour de validation humaine, contrôle « fenêtre contre fenêtre », 12/09) : le fichier site/public/logo.png différait de l'actif de la maquette (900×339, ratio 2.655) au lieu de 2048×682 (ratio 3.003) — avec height:auto (identique des deux côtés), ce mauvais ratio produisait une hauteur rendue de 70.98px au lieu de 62.6px pour une largeur de 188px identique, d'où un logo perçu ~13% plus grand. Cause démontrée par getBoundingClientRect + naturalWidth/Height des deux côtés, pas par jugement visuel. Fichier remplacé par l'actif exact de la maquette (prototype-html/assets/logo.png) ; aucune règle CSS modifiée (déjà fidèle à la maquette). Re-mesuré sur les 4 pages migrées : 188×62.6px partout."
MI.47,Header partagé,Menus déroulants « À propos »/« Publications » — fermeture après navigation,.nav-dropdown (comportement natif <details>),.v2-nav-dropdown (DesktopNav.tsx),CONFORME,"corrigé (nouveau défaut constaté en conditions réelles, 13/09) : le menu déroulant restait ouvert après un clic sur un de ses liens (ex. « De Serge »/« La mission » dans « À propos ») une fois la souris repartie — invisible sur l'accueil, jamais atteint depuis un lien À L'INTÉRIEUR d'un menu déroulant. Cause démontrée (pas seulement les règles CSS) : la navigation Next.js (<Link>) ne recharge pas la page, le lien cliqué garde le focus du navigateur après le changement de route, et .v2-nav-dropdown-menu s'ouvre aussi sur :focus-within (nécessaire au clavier), qui restait donc vrai en permanence — confirmé via document.activeElement et :focus-within réellement interrogés en direct, pas supposés. Corrigé dans DesktopNav.tsx : le focus est rendu au document dès que la route change. Ouverture/fermeture réelles au survol re-testées (pas seulement lues en CSS) sur les deux menus « À propos » et « Publications », sur /, /de-serge, /mission, /connaitre-jesus : identiques partout, aucune régression sur le comportement déjà correct de l'accueil."
