identifiant,section,element,selecteur_maquette,correspondant_v2,statut,note
CJ.17,CJ-03 Son histoire (récit + vidéo + parcours),Conteneur cj-story-body (grille vidéo/texte),.cj-story-body,.v2-cj-story-body,CONFORME,re-mesuré directement : identique à la maquette (1180×470)
CJ.18,CJ-03 Son histoire (récit + vidéo + parcours),Cadre vidéo,.video-frame (miniature + bouton play statiques),.v2-video-frame (vrai embed YouTube),CONTRÔLE MANUEL REQUIS,"écart fonctionnel documenté et voulu : le faux cadre vidéo statique (miniature + bouton play) de la maquette est remplacé par un véritable embed YouTube (même vidéo, id inchangé) — conteneur .v2-video-frame vérifié conforme, contenu interne volontairement différent"
CJ.19,CJ-03 Son histoire (récit + vidéo + parcours),cj-lead — citation d'ouverture du récit,.cj-lead p,.v2-cj-lead p,CONFORME,re-mesuré directement : identique à la maquette (Georgia 23px/1.6)
CJ.20,CJ-03 Son histoire (récit + vidéo + parcours),Ligne de vie verticale (::before),.cj-journey::before,.v2-cj-journey::before,CONFORME,règle CSS identique lue directement dans le code
CJ.21,CJ-03 Son histoire (récit + vidéo + parcours),Étape 1 — cj-journey-step (article),.cj-journey-step:nth-child(1),.v2-cj-journey-step:nth-child(1),CONFORME,re-mesuré directement : identique à la maquette (990×408)
CJ.22,CJ-03 Son histoire (récit + vidéo + parcours),Étape 1 — marqueur « 01 »,.cj-step-marker span,.v2-cj-step-marker span,CONFORME,"re-mesuré directement : identique à la maquette (78×78, dégradé violet)"
CJ.23,CJ-03 Son histoire (récit + vidéo + parcours),Étape 1 — libellé « Sa venue »,.cj-step-marker small,.v2-cj-step-marker small,CONFORME,"re-mesuré directement : identique à la maquette (10px/16px de hauteur de ligne propre — re-vérifié après correction de .v2-cj-page : inchangé, valeur non héritée)"
CJ.24,CJ-03 Son histoire (récit + vidéo + parcours),Étape 1 — H3 « Jésus est né d'une vierge. »,.cj-step-copy h3,.v2-cj-step-copy h3,CONFORME,"corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page (43px, letter-spacing -.025em déjà correct)"
CJ.25,CJ-03 Son histoire (récit + vidéo + parcours),Étape 1 — paragraphe,.cj-step-copy > p,.v2-cj-step-copy > p,CONFORME,re-mesuré directement : identique à la maquette (Georgia 19px/1.82)
CJ.26,CJ-03 Son histoire (récit + vidéo + parcours),Étape 2 — H3 « Jésus est mort pour nous… »,.cj-journey-step:nth-child(2) h3,.v2-cj-journey-step:nth-child(2) h3,CONFORME,"corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page"
CJ.27,CJ-03 Son histoire (récit + vidéo + parcours),Étape 2 — paragraphe,.cj-journey-step:nth-child(2) > .cj-step-copy > p,.v2-cj-journey-step:nth-child(2) > .v2-cj-step-copy > p,CONFORME,re-mesuré directement : identique à la maquette
CJ.28,CJ-03 Son histoire (récit + vidéo + parcours),Étape 2 — blockquote « Christ est mort… » (1 Co 15:3-4),.cj-journey-step:nth-child(2) blockquote:nth-of-type(1),.v2-cj-journey-step:nth-child(2) blockquote:nth-of-type(1),CONFORME,"re-mesuré directement : identique à la maquette (19px italique, bordure violette)"
CJ.29,CJ-03 Son histoire (récit + vidéo + parcours),Étape 2 — blockquote « Lui qui a été livré… » (Rm 4:25),.cj-journey-step:nth-child(2) blockquote:nth-of-type(2),.v2-cj-journey-step:nth-child(2) blockquote:nth-of-type(2),CONFORME,re-mesuré directement : identique à la maquette
CJ.30,CJ-03 Son histoire (récit + vidéo + parcours),Étape 3 — H3 « Le troisième jour… »,.cj-journey-step:nth-child(3) h3,.v2-cj-journey-step:nth-child(3) h3,CONFORME,"corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page"
CJ.31,CJ-03 Son histoire (récit + vidéo + parcours),Étape 3 — paragraphe,.cj-journey-step:nth-child(3) > .cj-step-copy > p,.v2-cj-journey-step:nth-child(3) > .v2-cj-step-copy > p,CONFORME,re-mesuré directement : identique à la maquette
CJ.32,CJ-03 Son histoire (récit + vidéo + parcours),Étape 4 — H3 « Il est monté au ciel. »,.cj-journey-step:nth-child(4) h3,.v2-cj-journey-step:nth-child(4) h3,CONFORME,"corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page"
CJ.33,CJ-03 Son histoire (récit + vidéo + parcours),Étape 4 — paragraphe 1,.cj-journey-step:nth-child(4) > .cj-step-copy > p:nth-of-type(1),.v2-cj-journey-step:nth-child(4) > .v2-cj-step-copy > p:nth-of-type(1),CONFORME,re-mesuré directement : identique à la maquette
CJ.34,CJ-03 Son histoire (récit + vidéo + parcours),Étape 4 — paragraphe 2,.cj-journey-step:nth-child(4) > .cj-step-copy > p:nth-of-type(2),.v2-cj-journey-step:nth-child(4) > .v2-cj-step-copy > p:nth-of-type(2),CONFORME,re-mesuré directement : identique à la maquette
CJ.35,CJ-03 Son histoire (récit + vidéo + parcours),Étape 4 — blockquote « …il fut élevé… » (Ac 1:9),.cj-journey-step:nth-child(4) blockquote:nth-of-type(1),.v2-cj-journey-step:nth-child(4) blockquote:nth-of-type(1),CONFORME,re-mesuré directement : identique à la maquette
CJ.36,CJ-03 Son histoire (récit + vidéo + parcours),Étape 4 — blockquote « …déclaré Fils de Dieu… » (Rm 1:4),.cj-journey-step:nth-child(4) blockquote:nth-of-type(2),.v2-cj-journey-step:nth-child(4) blockquote:nth-of-type(2),CONFORME,re-mesuré directement : identique à la maquette
CJ.37,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),Grille cj-purpose-grid,.cj-purpose-grid,.v2-cj-purpose-grid,CONFORME,"re-mesuré directement : identique à la maquette (1180×1184, fond --ink)"
CJ.38,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),Eyebrow « Ce que cela change aujourd'hui »,.cj-purpose .eyebrow.light,.v2-cj-purpose .v2-eyebrow.light,CONFORME,"corrigé : line-height 1.6 et couleur (--v2-ink) restaurés via .v2-cj-page (manquants sur tout le wrapper de page, cascade de la maquette body{line-height:1.6} absente)"
CJ.39,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),H2 « Son nom agit encore. »,.cj-purpose-grid h2,.v2-cj-purpose-grid h2,CONFORME,"re-mesuré directement : identique à la maquette (blanc, déjà fixé en dur)"
CJ.40,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),Paragraphe 1 (Dieu a investi de la puissance…),.cj-purpose-copy > p:nth-of-type(1),.v2-cj-purpose-copy > p:nth-of-type(1),CONFORME,"re-mesuré directement : identique à la maquette (17px/1.8, blanc 67%)"
CJ.41,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),Paragraphe 2 (Et si quelqu'un croit…),.cj-purpose-copy > p:nth-of-type(2),.v2-cj-purpose-copy > p:nth-of-type(2),CONFORME,re-mesuré directement : identique à la maquette
CJ.42,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),Paragraphe 3 (Pas besoin de le voir…),.cj-purpose-copy > p:nth-of-type(3),.v2-cj-purpose-copy > p:nth-of-type(3),CONFORME,re-mesuré directement : identique à la maquette
CJ.43,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),"Blockquote « Si tu confesses… » (Rm 10:9-10,13)",.cj-purpose-copy blockquote,.v2-cj-purpose-copy blockquote,CONFORME,"re-mesuré directement : identique à la maquette (24px italique, bordure violette)"
CJ.44,CJ-04 Ce que cela change aujourd'hui (Son nom agit encore),cj-grace-note (note de grâce finale),.cj-purpose-copy > .cj-grace-note,.v2-cj-purpose-copy > .v2-cj-grace-note,CONFORME,corrigé : règle réécrite .v2-cj-purpose-copy>.v2-cj-grace-note (même sélecteur composé qu'en maquette) — la version à une seule classe .v2-cj-grace-note perdait en spécificité face à .v2-cj-purpose-copy>p et était donc silencieusement écrasée (17px/gris translucide au lieu de 21px italique blanc) — re-mesuré : 21px italique blanc des deux côtés
CJ.45,CJ-05 Découvrir Jésus (grille des 11 repères),Eyebrow « Les repères du récit »,.cj-discover .eyebrow,.v2-cj-discover .v2-eyebrow,CONFORME,re-mesuré directement : identique à la maquette
CJ.46,CJ-05 Découvrir Jésus (grille des 11 repères),H2 « Découvrir Jésus »,.cj-discover h2 (via .section-heading),".v2-cj-discover h2 (via .v2-section-heading, classe partagée avec l'accueil)",CONFORME,"corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page — corrigé sur .v2-cj-discover h2 (sélecteur propre à la page), jamais sur .v2-section-heading (partagé avec 3 sections de l'accueil déjà certifiées) : aucune régression possible"
CJ.47,CJ-05 Découvrir Jésus (grille des 11 repères),Chapô « Onze repères permettent de relire… »,.section-heading > p,.v2-section-heading > p,CONFORME,"re-mesuré directement : identique à la maquette (règle partagée, déjà conforme sans correction nécessaire)"
CJ.48,CJ-05 Découvrir Jésus (grille des 11 repères),Grille cj-theme-grid (3 colonnes),.cj-theme-grid,.v2-cj-theme-grid,CONFORME,re-mesuré directement : identique à la maquette (1180×1780)
CJ.49,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 01 « Sa naissance miraculeuse » (wide),.cj-theme.wide:nth-child(1),.v2-cj-theme.wide:nth-child(1),CONFORME,"re-mesuré directement : identique à la maquette (grid-column:span 2, 782×285)"
CJ.50,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 01 — H3,.cj-theme:nth-child(1) h3,.v2-cj-theme:nth-child(1) h3,CONFORME,"corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page + corrigé : letter-spacing:normal ajouté localement — la même règle globale h1,h2,h3,h4{letter-spacing:-.01em} (absente de la maquette) s'appliquait faute de règle plus spécifique"
CJ.51,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 01 — paragraphe,.cj-theme:nth-child(1) p,.v2-cj-theme:nth-child(1) p,CONFORME,re-mesuré directement : identique à la maquette
CJ.52,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 02 « Ses actes miraculeux »,.cj-theme:nth-child(2),.v2-cj-theme:nth-child(2),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.53,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 03 « Ses apparitions »,.cj-theme:nth-child(3),.v2-cj-theme:nth-child(3),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.54,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 04 « Dieu témoigne de Jésus »,.cj-theme:nth-child(4),.v2-cj-theme:nth-child(4),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.55,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 05 « Sa déclaration personnelle » (wide + dark),.cj-theme.wide.dark:nth-child(5),.v2-cj-theme.wide.dark:nth-child(5),CONFORME,"re-mesuré directement : identique à la maquette (782×285, fond sombre, texte blanc déjà correct)"
CJ.56,CJ-05 Découvrir Jésus (grille des 11 repères),"Carte 05 — H3 (variante dark, blanc)",.cj-theme.dark h3,.v2-cj-theme.dark h3,CONFORME,"corrigé : letter-spacing:normal ajouté localement — la même règle globale h1,h2,h3,h4{letter-spacing:-.01em} (absente de la maquette) s'appliquait faute de règle plus spécifique — couleur blanche déjà correcte (règle .v2-cj-theme.dark h3{color:#fff} plus spécifique, non affectée)"
CJ.57,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 06 « Sa mort sacrificielle »,.cj-theme:nth-child(6),.v2-cj-theme:nth-child(6),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.58,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 07 « Sa résurrection »,.cj-theme:nth-child(7),.v2-cj-theme:nth-child(7),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.59,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 08 « Son ascension physique »,.cj-theme:nth-child(8),.v2-cj-theme:nth-child(8),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.60,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 09 « Son nom aujourd'hui » (wide + accent),.cj-theme.wide.accent:nth-child(9),.v2-cj-theme.wide.accent:nth-child(9),CONFORME,"re-mesuré directement : identique à la maquette (782×285, fond violet, texte blanc déjà correct)"
CJ.61,CJ-05 Découvrir Jésus (grille des 11 repères),"Carte 09 — H3 (variante accent, blanc)",.cj-theme.accent h3,.v2-cj-theme.accent h3,CONFORME,"corrigé : letter-spacing:normal ajouté localement — la même règle globale h1,h2,h3,h4{letter-spacing:-.01em} (absente de la maquette) s'appliquait faute de règle plus spécifique"
CJ.62,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 10 « La nature de Dieu donnée »,.cj-theme:nth-child(10),.v2-cj-theme:nth-child(10),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.63,CJ-05 Découvrir Jésus (grille des 11 repères),Carte 11 « La purification du péché »,.cj-theme:nth-child(11),.v2-cj-theme:nth-child(11),CONFORME,"re-mesuré directement : identique à la maquette (H3/p : corrigé : color:var(--v2-ink) ajouté localement — la règle globale h1,h2,h3,h4{color:var(--ink)} (ancien token, propre à V2, absente de la maquette) l'emportait sur l'héritage du wrapper de page)"
CJ.64,CJ-06 Zone de partage (composant partagé),Section share-zone (conteneur),.share-zone,.share-zone,CONFORME,"conteneur identique (fond --purple, padding), classe non préfixée v2- (composant partagé) — re-mesuré : 1280×… conforme"
CJ.65,CJ-06 Zone de partage (composant partagé),"Contenu interne (invite, icônes, feedback)",.share-invite / .share-row / .share-feedback (faux boutons statiques),"ShareCartouche (vrai composant, habillage réaligné sur publications.css § .share-zone)",CONFORME,"corrigé (retour de validation humaine, 12/09) : l'hypothèse initiale (« pas encore réhabillé visuellement ») était fausse — un examen direct de publications.css (jamais consulté lors de l'audit initial, qui n'avait vérifié que l'absence de règle dans styles.css) montre que la maquette prévoit bien un habillage complet pour ce composant (.share-zone/.share-inner/.share-invite/.share-row/.share-icon/.share-feedback), sur la même police Inter que le reste de la page. Composant réel (ShareCartouche) inchangé ; prop `invite` ajoutée (rétrocompatible, n'affecte aucun appel existant QDLB/VS/RM/Livres) pour restaurer le texte « Partage ce message avec une personne qui désire connaître Jésus. » ; habillage (.share-zone/.content-col/.share-block/.share-invite/.share-row/.share-icon) réaligné, scopé sous .v2-cj-page pour ne rien changer aux autres usages partagés, pas encore audités. Re-mesuré : 790px de large, icônes 46×46, texte d'invite 16px/800/italique/blanc — identique à la maquette."
CJ.66,CJ-07 Je veux recevoir Jésus,Grille cj-receive-grid,.cj-receive-grid,.v2-cj-receive-grid,CONFORME,"1180px de large identique des deux côtés ; hauteur 502 (maquette) vs 480 (V2) — écart attendu, dû au contenu réel différent du vrai formulaire PrayerForm (voir CJ.70), pas un défaut de grille"
CJ.67,CJ-07 Je veux recevoir Jésus,Eyebrow « Une décision personnelle »,.cj-receive-copy .eyebrow.light,.v2-cj-receive-copy .v2-eyebrow.light,CONFORME,"corrigé : line-height 1.6 et couleur (--v2-ink) restaurés via .v2-cj-page (manquants sur tout le wrapper de page, cascade de la maquette body{line-height:1.6} absente)"
CJ.68,CJ-07 Je veux recevoir Jésus,H2 « Je veux recevoir Jésus »,.cj-receive-copy h2,.v2-cj-receive-copy h2,CONFORME,re-mesuré directement : identique à la maquette
CJ.69,CJ-07 Je veux recevoir Jésus,Paragraphe (Aujourd'hui peut marquer…),.cj-receive-copy > p,.v2-cj-receive-copy > p,CONFORME,re-mesuré directement : identique à la maquette
CJ.70,CJ-07 Je veux recevoir Jésus,cj-promise (citation Romains 10:13),.cj-promise,.v2-cj-promise,CONFORME,"re-mesuré directement : identique à la maquette (Georgia italique, mise en exergue)"
CJ.71,CJ-07 Je veux recevoir Jésus,Formulaire de salut (salvation-form),.salvation-form (faux inputs HTML statiques),"PrayerForm (vrai composant déjà câblé, habillage réaligné sur la maquette)",CONFORME,"corrigé (retour de validation humaine, 12/09) : structure de PrayerForm réécrite pour reprendre le patron de la maquette — un <label> par champ, texte du libellé au-dessus de l'input (Nom, Ville, E-mail *, Téléphone), placeholders repris à l'identique (« Votre nom », « Votre ville », « vous@exemple.fr », « Votre numéro ») ; attribut required conservé (fonctionnalité réelle, cahier §3.4bis), l'astérisque déplacé du placeholder vers le libellé pour ne pas altérer le placeholder prévu par la maquette. CSS réécrite en conséquence (label en colonne, font-size hérité à 12px comme la maquette, consentement/bouton conservés en pleine largeur). Re-mesuré : form/label/consentement/bouton identiques à la maquette (12px/750, 16px, grid-column 1/-1) ; seul le checkbox natif diffère de quelques px (13×13 contre 18×18) — rendu natif du navigateur, aucune règle CSS ne le régit ni dans la maquette ni en V2, non corrigé pour ne pas fixer une valeur arbitraire sans cause démontrée."
CJ.72,CJ-00 Page entière,"Densité du corps de texte (rendu réel du texte, au-delà des valeurs CSS calculées)","body (auto, comportement natif du navigateur)",.v2-cj-page,CONFORME,"corrigé (retour de validation humaine sur De Serge, appliqué par cohérence à toutes les pages migrées, 12/09) : body{-webkit-font-smoothing:antialiased} — règle globale héritée de l'ancienne charte, absente de la maquette — était héritée dans toute la page. -webkit-font-smoothing:auto restauré localement sur .v2-cj-page, jamais sur la règle globale body."
CJ.73,Header partagé,Logo (dimensions réelles),.brand img,.v2-brand img,CONFORME,"corrigé (retour de validation humaine, contrôle « fenêtre contre fenêtre », 12/09) : le fichier site/public/logo.png différait de l'actif de la maquette (900×339, ratio 2.655) au lieu de 2048×682 (ratio 3.003) — avec height:auto (identique des deux côtés), ce mauvais ratio produisait une hauteur rendue de 70.98px au lieu de 62.6px pour une largeur de 188px identique, d'où un logo perçu ~13% plus grand. Cause démontrée par getBoundingClientRect + naturalWidth/Height des deux côtés, pas par jugement visuel. Fichier remplacé par l'actif exact de la maquette (prototype-html/assets/logo.png) ; aucune règle CSS modifiée (déjà fidèle à la maquette). Re-mesuré sur les 4 pages migrées : 188×62.6px partout."
CJ.74,Header partagé,Menus déroulants « À propos »/« Publications » — fermeture après navigation,.nav-dropdown (comportement natif <details>),.v2-nav-dropdown (DesktopNav.tsx),CONFORME,"corrigé (nouveau défaut constaté en conditions réelles, 13/09) : le menu déroulant restait ouvert après un clic sur un de ses liens (ex. « De Serge »/« La mission » dans « À propos ») une fois la souris repartie — invisible sur l'accueil, jamais atteint depuis un lien À L'INTÉRIEUR d'un menu déroulant. Cause démontrée (pas seulement les règles CSS) : la navigation Next.js (<Link>) ne recharge pas la page, le lien cliqué garde le focus du navigateur après le changement de route, et .v2-nav-dropdown-menu s'ouvre aussi sur :focus-within (nécessaire au clavier), qui restait donc vrai en permanence — confirmé via document.activeElement et :focus-within réellement interrogés en direct, pas supposés. Corrigé dans DesktopNav.tsx : le focus est rendu au document dès que la route change. Ouverture/fermeture réelles au survol re-testées (pas seulement lues en CSS) sur les deux menus « À propos » et « Publications », sur /, /de-serge, /mission, /connaitre-jesus : identiques partout, aucune régression sur le comportement déjà correct de l'accueil."
